label,slug,source,motion_json,features_npz,quality,duration,frames
huỷ diệt,huy_diet,Dataset/Videos/W01719.mp4,motions/huy_diet/w01719.json,features/huy_diet/w01719.npz,0.6916,4.0874,60
huyện,huyen,Dataset/Videos/W01721B.mp4,motions/huyen/w01721b.json,features/huyen/w01721b.npz,0.672,3.5702,60
huyện,huyen,Dataset/Videos/W01721N.mp4,motions/huyen/w01721n.json,features/huyen/w01721n.npz,0.6184,4.4044,60
huyện,huyen,Dataset/Videos/W01721T.mp4,motions/huyen/w01721t.json,features/huyen/w01721t.npz,0.7101,3.7037,60
Hưng Yên,hung_yen,Dataset/Videos/W01723.mp4,motions/hung_yen/w01723.json,features/hung_yen/w01723.npz,0.5041,3.8705,60
hướng dẫn,huong_dan,Dataset/Videos/W01724.mp4,motions/huong_dan/w01724.json,features/huong_dan/w01724.npz,0.5403,3.7037,60
muối i-ốt,muoi_i_ot,Dataset/Videos/W01725.mp4,motions/muoi_i_ot/w01725.json,features/muoi_i_ot/w01725.npz,0.5544,2.5859,60
I-rắc (nước I-rắc),i_rac_nuoc_i_rac,Dataset/Videos/W01726.mp4,motions/i_rac_nuoc_i_rac/w01726.json,features/i_rac_nuoc_i_rac/w01726.npz,0.5513,3.7704,60
ích lợi,ich_loi,Dataset/Videos/W01727.mp4,motions/ich_loi/w01727.json,features/ich_loi/w01727.npz,0.4971,3.1698,60
in (ấn),in_an,Dataset/Videos/W01728B.mp4,motions/in_an/w01728b.json,features/in_an/w01728b.npz,0.7098,3.7371,60
ít,it,Dataset/Videos/W01730.mp4,motions/it/w01730.json,features/it/w01730.npz,0.534,3.5369,60
ít hơn,it_hon,Dataset/Videos/W01731.mp4,motions/it_hon/w01731.json,features/it_hon/w01731.npz,0.4641,4.371,60
ít nhất,it_nhat,Dataset/Videos/W01732.mp4,motions/it_nhat/w01732.json,features/it_nhat/w01732.npz,0.4948,3.6703,60
Italia (nước Italia),italia_nuoc_italia,Dataset/Videos/W01733.mp4,motions/italia_nuoc_italia/w01733.json,features/italia_nuoc_italia/w01733.npz,0.5221,3.4034,60
kẻ cắp,ke_cap,Dataset/Videos/W01734.mp4,motions/ke_cap/w01734.json,features/ke_cap/w01734.npz,0.5309,3.5369,60
kèn,ken,Dataset/Videos/W01735.mp4,motions/ken/w01735.json,features/ken/w01735.npz,0.6313,3.9706,60
kẻ thù,ke_thu,Dataset/Videos/W01737.mp4,motions/ke_thu/w01737.json,features/ke_thu/w01737.npz,0.5101,4.4711,60
kém,kem,Dataset/Videos/W01738B.mp4,motions/kem/w01738b.json,features/kem/w01738b.npz,0.84,2.1688,60
kém,kem,Dataset/Videos/W01738N.mp4,motions/kem/w01738n.json,features/kem/w01738n.npz,0.475,4.3377,60
kém,kem,Dataset/Videos/W01738T.mp4,motions/kem/w01738t.json,features/kem/w01738t.npz,0.845,2.1688,60
keo kiệt,keo_kiet,Dataset/Videos/W01739.mp4,motions/keo_kiet/w01739.json,features/keo_kiet/w01739.npz,0.8391,3.37,60
kéo,keo,Dataset/Videos/W01740.mp4,motions/keo/w01740.json,features/keo/w01740.npz,0.5247,3.1031,60
kẹo,keo,Dataset/Videos/W01743B.mp4,motions/keo/w01743b.json,features/keo/w01743b.npz,0.8502,3.4034,60
kẹo,keo,Dataset/Videos/W01743N.mp4,motions/keo/w01743n.json,features/keo/w01743n.npz,0.5578,2.5442,60
kẹo,keo,Dataset/Videos/W01743T.mp4,motions/keo/w01743t.json,features/keo/w01743t.npz,0.5578,2.5442,60
kẹp,kep,Dataset/Videos/W01744.mp4,motions/kep/w01744.json,features/kep/w01744.npz,0.6381,3.2366,60
kể chuyện,ke_chuyen,Dataset/Videos/W01746.mp4,motions/ke_chuyen/w01746.json,features/ke_chuyen/w01746.npz,0.6234,3.5702,60
kết bạn,ket_ban,Dataset/Videos/W01750.mp4,motions/ket_ban/w01750.json,features/ket_ban/w01750.npz,0.629,3.3033,60
kết hợp,ket_hop,Dataset/Videos/W01751.mp4,motions/ket_hop/w01751.json,features/ket_hop/w01751.npz,0.6649,3.2366,60
kết quả,ket_qua,Dataset/Videos/W01754B.mp4,motions/ket_qua/w01754b.json,features/ket_qua/w01754b.npz,0.8083,2.6026,60
kết quả,ket_qua,Dataset/Videos/W01754N.mp4,motions/ket_qua/w01754n.json,features/ket_qua/w01754n.npz,0.6063,4.7381,60
kết quả,ket_qua,Dataset/Videos/W01754T.mp4,motions/ket_qua/w01754t.json,features/ket_qua/w01754t.npz,0.604,4.7381,60
kêu,keu,Dataset/Videos/W01755.mp4,motions/keu/w01755.json,features/keu/w01755.npz,0.6024,3.1365,60
kêu gọi,keu_goi,Dataset/Videos/W01756.mp4,motions/keu_goi/w01756.json,features/keu_goi/w01756.npz,0.5656,6.7401,60
khác,khac,Dataset/Videos/W01757.mp4,motions/khac/w01757.json,features/khac/w01757.npz,0.6094,3.637,60
khách,khach,Dataset/Videos/W01758.mp4,motions/khach/w01758.json,features/khach/w01758.npz,0.5125,2.9363,60
khách mời,khach_moi,Dataset/Videos/W01759.mp4,motions/khach_moi/w01759.json,features/khach_moi/w01759.npz,0.5647,3.7371,60
khách sạn,khach_san,Dataset/Videos/W01760.mp4,motions/khach_san/w01760.json,features/khach_san/w01760.npz,0.6176,3.9706,60
khách vip,khach_vip,Dataset/Videos/W01761.mp4,motions/khach_vip/w01761.json,features/khach_vip/w01761.npz,0.5259,3.637,60
hoang mang,hoang_mang,Dataset/Videos/W01764.mp4,motions/hoang_mang/w01764.json,features/hoang_mang/w01764.npz,0.7684,3.3367,60
khai mạc,khai_mac,Dataset/Videos/W01766.mp4,motions/khai_mac/w01766.json,features/khai_mac/w01766.npz,0.624,4.0374,60
khám bệnh,kham_benh,Dataset/Videos/W01767.mp4,motions/kham_benh/w01767.json,features/kham_benh/w01767.npz,0.5298,3.1365,60
khám phá,kham_pha,Dataset/Videos/W01768.mp4,motions/kham_pha/w01768.json,features/kham_pha/w01768.npz,0.6973,3.4034,60
kháng cự,khang_cu,Dataset/Videos/W01770.mp4,motions/khang_cu/w01770.json,features/khang_cu/w01770.npz,0.6933,3.712,60
kháng sinh,khang_sinh,Dataset/Videos/W01771.mp4,motions/khang_sinh/w01771.json,features/khang_sinh/w01771.npz,0.6231,3.1365,60
Khánh Hòa,khanh_hoa,Dataset/Videos/W01772.mp4,motions/khanh_hoa/w01772.json,features/khanh_hoa/w01772.npz,0.6392,3.9373,60
khát nước,khat_nuoc,Dataset/Videos/W01774.mp4,motions/khat_nuoc/w01774.json,features/khat_nuoc/w01774.npz,0.5125,3.2699,60
khát vọng,khat_vong,Dataset/Videos/W01775.mp4,motions/khat_vong/w01775.json,features/khat_vong/w01775.npz,0.6013,3.9706,60
khắc phục,khac_phuc,Dataset/Videos/W01776.mp4,motions/khac_phuc/w01776.json,features/khac_phuc/w01776.npz,0.4859,4.0707,60
khăn mặt,khan_mat,Dataset/Videos/W01777.mp4,motions/khan_mat/w01777.json,features/khan_mat/w01777.npz,0.5893,3.6703,60
khăn quàng,khan_quang,Dataset/Videos/W01779.mp4,motions/khan_quang/w01779.json,features/khan_quang/w01779.npz,0.6352,3.2699,60
khăn quàng đỏ,khan_quang_o,Dataset/Videos/W01780.mp4,motions/khan_quang_o/w01780.json,features/khan_quang_o/w01780.npz,0.6007,3.5035,60
khâm phục,kham_phuc,Dataset/Videos/W01783.mp4,motions/kham_phuc/w01783.json,features/kham_phuc/w01783.npz,0.6213,4.0374,60
khâu vá,khau_va,Dataset/Videos/W01784.mp4,motions/khau_va/w01784.json,features/khau_va/w01784.npz,0.6122,3.9706,60
khẩu hiệu,khau_hieu,Dataset/Videos/W01785.mp4,motions/khau_hieu/w01785.json,features/khau_hieu/w01785.npz,0.6586,3.3033,60
khẩu trang,khau_trang,Dataset/Videos/W01786.mp4,motions/khau_trang/w01786.json,features/khau_trang/w01786.npz,0.5704,3.8372,60
khe cửa,khe_cua,Dataset/Videos/W01787.mp4,motions/khe_cua/w01787.json,features/khe_cua/w01787.npz,0.6632,3.6703,60
khe núi,khe_nui,Dataset/Videos/W01788.mp4,motions/khe_nui/w01788.json,features/khe_nui/w01788.npz,0.5904,4.1041,60
khen,khen,Dataset/Videos/W01789.mp4,motions/khen/w01789.json,features/khen/w01789.npz,0.6359,3.6036,60
khen tặng,khen_tang,Dataset/Videos/W01791.mp4,motions/khen_tang/w01791.json,features/khen_tang/w01791.npz,0.623,3.3367,60
khéo,kheo,Dataset/Videos/W01792.mp4,motions/kheo/w01792.json,features/kheo/w01792.npz,0.6648,3.2032,60
khép cửa,khep_cua,Dataset/Videos/W01793.mp4,motions/khep_cua/w01793.json,features/khep_cua/w01793.npz,0.74,3.5035,60
khí cầu,khi_cau,Dataset/Videos/W01794.mp4,motions/khi_cau/w01794.json,features/khi_cau/w01794.npz,0.6553,4.4044,60
khiêm tốn,khiem_ton,Dataset/Videos/W01796.mp4,motions/khiem_ton/w01796.json,features/khiem_ton/w01796.npz,0.4936,4.3043,60
khiêng,khieng,Dataset/Videos/W01800.mp4,motions/khieng/w01800.json,features/khieng/w01800.npz,0.4795,4.4378,60
khó khăn,kho_khan,Dataset/Videos/W01803B.mp4,motions/kho_khan/w01803b.json,features/kho_khan/w01803b.npz,0.4985,3.8705,60
khó khăn,kho_khan,Dataset/Videos/W01803N.mp4,motions/kho_khan/w01803n.json,features/kho_khan/w01803n.npz,0.5069,3.8705,60
khoa học,khoa_hoc,Dataset/Videos/W01804.mp4,motions/khoa_hoc/w01804.json,features/khoa_hoc/w01804.npz,0.4912,4.0707,60
khóa quần,khoa_quan,Dataset/Videos/W01806.mp4,motions/khoa_quan/w01806.json,features/khoa_quan/w01806.npz,0.6237,3.8038,60
khoác vai,khoac_vai,Dataset/Videos/W01807.mp4,motions/khoac_vai/w01807.json,features/khoac_vai/w01807.npz,0.5141,3.37,60
khoan (cái khoan),khoan_cai_khoan,Dataset/Videos/W01808.mp4,motions/khoan_cai_khoan/w01808.json,features/khoan_cai_khoan/w01808.npz,0.6081,3.4034,60
khoảng cách,khoang_cach,Dataset/Videos/W01809.mp4,motions/khoang_cach/w01809.json,features/khoang_cach/w01809.npz,0.6088,3.6036,60
khoá (cái khóa),khoa_cai_khoa,Dataset/Videos/W01810.mp4,motions/khoa_cai_khoa/w01810.json,features/khoa_cai_khoa/w01810.npz,0.6261,4.4378,60
khóa cửa,khoa_cua,Dataset/Videos/W01811.mp4,motions/khoa_cua/w01811.json,features/khoa_cua/w01811.npz,0.5941,6.8402,60
khoác áo,khoac_ao,Dataset/Videos/W01813.mp4,motions/khoac_ao/w01813.json,features/khoac_ao/w01813.npz,0.5675,4.5379,60
khoác tay,khoac_tay,Dataset/Videos/W01814.mp4,motions/khoac_tay/w01814.json,features/khoac_tay/w01814.npz,0.7111,4.5045,60
khoan,khoan,Dataset/Videos/W01815.mp4,motions/khoan/w01815.json,features/khoan/w01815.npz,0.6145,3.4034,60
khoang tàu,khoang_tau,Dataset/Videos/W01816.mp4,motions/khoang_tau/w01816.json,features/khoang_tau/w01816.npz,0.6334,8.6086,60
khoanh tay,khoanh_tay,Dataset/Videos/W01820.mp4,motions/khoanh_tay/w01820.json,features/khoanh_tay/w01820.npz,0.5975,4.3377,60
khóc,khoc,Dataset/Videos/W01821.mp4,motions/khoc/w01821.json,features/khoc/w01821.npz,0.448,4.5379,60
khoe,khoe,Dataset/Videos/W01822.mp4,motions/khoe/w01822.json,features/khoe/w01822.npz,0.4884,3.37,60
khoẻ mạnh,khoe_manh,Dataset/Videos/W01823.mp4,motions/khoe_manh/w01823.json,features/khoe_manh/w01823.npz,0.5708,4.371,60
khỏi bệnh,khoi_benh,Dataset/Videos/W01824B.mp4,motions/khoi_benh/w01824b.json,features/khoi_benh/w01824b.npz,0.8216,2.7361,60
khỏi bệnh,khoi_benh,Dataset/Videos/W01824N.mp4,motions/khoi_benh/w01824n.json,features/khoi_benh/w01824n.npz,0.6358,4.7047,60
khỏi bệnh,khoi_benh,Dataset/Videos/W01824T.mp4,motions/khoi_benh/w01824t.json,features/khoi_benh/w01824t.npz,0.7129,7.4408,60
khói,khoi,Dataset/Videos/W01825.mp4,motions/khoi/w01825.json,features/khoi/w01825.npz,0.515,4.3377,60
khóm dứa,khom_dua,Dataset/Videos/W01826.mp4,motions/khom_dua/w01826.json,features/khom_dua/w01826.npz,0.5726,5.5055,60
bụi tre,bui_tre,Dataset/Videos/W01827.mp4,motions/bui_tre/w01827.json,features/bui_tre/w01827.npz,0.6873,8.8088,60
khô héo,kho_heo,Dataset/Videos/W01828.mp4,motions/kho_heo/w01828.json,features/kho_heo/w01828.npz,0.6627,4.4044,60
khổ thơ,kho_tho,Dataset/Videos/W01829.mp4,motions/kho_tho/w01829.json,features/kho_tho/w01829.npz,0.6,6.0727,60
cầu Long Biên,cau_long_bien,Dataset/Videos/W01831.mp4,motions/cau_long_bien/w01831.json,features/cau_long_bien/w01831.npz,0.6714,3.7955,60
khối lượng,khoi_luong,Dataset/Videos/W01832.mp4,motions/khoi_luong/w01832.json,features/khoi_luong/w01832.npz,0.681,4.5045,60
không gian,khong_gian,Dataset/Videos/W01833.mp4,motions/khong_gian/w01833.json,features/khong_gian/w01833.npz,0.4784,5.4054,60
không thẳng hàng,khong_thang_hang,Dataset/Videos/W01834.mp4,motions/khong_thang_hang/w01834.json,features/khong_thang_hang/w01834.npz,0.5718,9.2426,60
khổng lồ,khong_lo,Dataset/Videos/W01835.mp4,motions/khong_lo/w01835.json,features/khong_lo/w01835.npz,0.5982,3.6703,60
khố,kho,Dataset/Videos/W01836.mp4,motions/kho/w01836.json,features/kho/w01836.npz,0.8085,7.4741,60
không hiểu,khong_hieu,Dataset/Videos/W01840B.mp4,motions/khong_hieu/w01840b.json,features/khong_hieu/w01840b.npz,0.5158,3.2699,60
không hiểu,khong_hieu,Dataset/Videos/W01840N.mp4,motions/khong_hieu/w01840n.json,features/khong_hieu/w01840n.npz,0.4671,4.5379,60
không hiểu,khong_hieu,Dataset/Videos/W01840T.mp4,motions/khong_hieu/w01840t.json,features/khong_hieu/w01840t.npz,0.4671,4.5379,60
không khí,khong_khi,Dataset/Videos/W01841.mp4,motions/khong_khi/w01841.json,features/khong_khi/w01841.npz,0.5182,3.8038,60
khổ,kho,Dataset/Videos/W01842.mp4,motions/kho/w01842.json,features/kho/w01842.npz,0.9209,4.9383,60
khổ,kho,Dataset/Videos/W01842N.mp4,motions/kho/w01842n.json,features/kho/w01842n.npz,0.994,5.4054,60
khớp xương,khop_xuong,Dataset/Videos/W01847.mp4,motions/khop_xuong/w01847.json,features/khop_xuong/w01847.npz,0.7138,3.637,60
khu rừng,khu_rung,Dataset/Videos/W01849.mp4,motions/khu_rung/w01849.json,features/khu_rung/w01849.npz,0.6254,4.371,60
khu vườn,khu_vuon,Dataset/Videos/W01851.mp4,motions/khu_vuon/w01851.json,features/khu_vuon/w01851.npz,0.66,3.6036,60
vực sâu,vuc_sau,Dataset/Videos/W01852.mp4,motions/vuc_sau/w01852.json,features/vuc_sau/w01852.npz,0.7079,3.295,60
khúc khuỷu,khuc_khuyu,Dataset/Videos/W01854.mp4,motions/khuc_khuyu/w01854.json,features/khuc_khuyu/w01854.npz,0.6182,4.7714,60
khung cửa số,khung_cua_so,Dataset/Videos/W01856.mp4,motions/khung_cua_so/w01856.json,features/khung_cua_so/w01856.npz,0.67,4.3043,60
khung thành,khung_thanh,Dataset/Videos/W01857.mp4,motions/khung_thanh/w01857.json,features/khung_thanh/w01857.npz,0.6109,4.5712,60
khuôn hình,khuon_hinh,Dataset/Videos/W01858.mp4,motions/khuon_hinh/w01858.json,features/khuon_hinh/w01858.npz,0.7193,3.6703,60
khuy,khuy,Dataset/Videos/W01859.mp4,motions/khuy/w01859.json,features/khuy/w01859.npz,0.499,4.004,60
khuyên tai,khuyen_tai,Dataset/Videos/W01860.mp4,motions/khuyen_tai/w01860.json,features/khuyen_tai/w01860.npz,0.5029,3.4034,60
kì diệu,ki_dieu,Dataset/Videos/W01861.mp4,motions/ki_dieu/w01861.json,features/ki_dieu/w01861.npz,0.5024,3.7704,60
kì lạ,ki_la,Dataset/Videos/W01862.mp4,motions/ki_la/w01862.json,features/ki_la/w01862.npz,0.511,3.5035,60
kí duyệt,ki_duyet,Dataset/Videos/W01863.mp4,motions/ki_duyet/w01863.json,features/ki_duyet/w01863.npz,0.6688,3.5035,60
ki-lô-gam,ki_lo_gam,Dataset/Videos/W01864.mp4,motions/ki_lo_gam/w01864.json,features/ki_lo_gam/w01864.npz,0.4938,3.7704,60
ki-lô-mét vuông (km2),ki_lo_met_vuong_km2,Dataset/Videos/W01865.mp4,motions/ki_lo_met_vuong_km2/w01865.json,features/ki_lo_met_vuong_km2/w01865.npz,0.5503,3.3033,60
kỉ niệm,ki_niem,Dataset/Videos/W01866B.mp4,motions/ki_niem/w01866b.json,features/ki_niem/w01866b.npz,0.7845,3.0697,60
kỉ niệm,ki_niem,Dataset/Videos/W01866N.mp4,motions/ki_niem/w01866n.json,features/ki_niem/w01866n.npz,0.5675,4.2376,60
kỉ niệm,ki_niem,Dataset/Videos/W01866T.mp4,motions/ki_niem/w01866t.json,features/ki_niem/w01866t.npz,0.5573,4.2376,60
kí hiệu,ki_hieu,Dataset/Videos/W01867.mp4,motions/ki_hieu/w01867.json,features/ki_hieu/w01867.npz,0.6071,4.4711,60
ki-lô-mét (km),ki_lo_met_km,Dataset/Videos/W01869.mp4,motions/ki_lo_met_km/w01869.json,features/ki_lo_met_km/w01869.npz,0.5125,3.6703,60
kỉ luật,ki_luat,Dataset/Videos/W01871.mp4,motions/ki_luat/w01871.json,features/ki_luat/w01871.npz,0.605,3.8705,60
kí tên,ki_ten,Dataset/Videos/W01872B.mp4,motions/ki_ten/w01872b.json,features/ki_ten/w01872b.npz,0.7164,3.6703,60
kí tên,ki_ten,Dataset/Videos/W01872N.mp4,motions/ki_ten/w01872n.json,features/ki_ten/w01872n.npz,0.6843,3.5035,60
kí tên,ki_ten,Dataset/Videos/W01872T.mp4,motions/ki_ten/w01872t.json,features/ki_ten/w01872t.npz,0.7029,3.5035,60
kịch bản,kich_ban,Dataset/Videos/W01876.mp4,motions/kich_ban/w01876.json,features/kich_ban/w01876.npz,0.5785,4.2709,60
kiểm tra,kiem_tra,Dataset/Videos/W01878B.mp4,motions/kiem_tra/w01878b.json,features/kiem_tra/w01878b.npz,0.5801,2.9696,60
kiểm tra,kiem_tra,Dataset/Videos/W01878N.mp4,motions/kiem_tra/w01878n.json,features/kiem_tra/w01878n.npz,0.5294,3.2032,60
kiểm tra,kiem_tra,Dataset/Videos/W01878T.mp4,motions/kiem_tra/w01878t.json,features/kiem_tra/w01878t.npz,0.5294,3.2032,60
kiếm (cái kiếm),kiem_cai_kiem,Dataset/Videos/W01879.mp4,motions/kiem_cai_kiem/w01879.json,features/kiem_cai_kiem/w01879.npz,0.5333,3.9039,60
Kiên Giang,kien_giang,Dataset/Videos/W01881.mp4,motions/kien_giang/w01881.json,features/kien_giang/w01881.npz,0.5641,4.3043,60
kiên quyết,kien_quyet,Dataset/Videos/W01882.mp4,motions/kien_quyet/w01882.json,features/kien_quyet/w01882.npz,0.5436,4.7047,60
kiên trì (giống: kiên nhẫn),kien_tri_giong_kien_nhan,Dataset/Videos/W01883.mp4,motions/kien_tri_giong_kien_nhan/w01883.json,features/kien_tri_giong_kien_nhan/w01883.npz,0.573,3.4034,60
kiến thức,kien_thuc,Dataset/Videos/W01885.mp4,motions/kien_thuc/w01885.json,features/kien_thuc/w01885.npz,0.5019,3.5702,60
kiến trúc,kien_truc,Dataset/Videos/W01886.mp4,motions/kien_truc/w01886.json,features/kien_truc/w01886.npz,0.6486,3.7037,60
kiến trúc sư,kien_truc_su,Dataset/Videos/W01887.mp4,motions/kien_truc_su/w01887.json,features/kien_truc_su/w01887.npz,0.6522,3.8038,60
"kiêu (kiêu căng, kiêu xa)",kieu_kieu_cang_kieu_xa,Dataset/Videos/W01888.mp4,motions/kieu_kieu_cang_kieu_xa/w01888.json,features/kieu_kieu_cang_kieu_xa/w01888.npz,0.5009,3.7371,60
kim,kim,Dataset/Videos/W01890.mp4,motions/kim/w01890.json,features/kim/w01890.npz,0.4996,4.2042,60
kinh ngạc,kinh_ngac,Dataset/Videos/W01897.mp4,motions/kinh_ngac/w01897.json,features/kinh_ngac/w01897.npz,0.6162,3.8705,60
kinh nghiệm,kinh_nghiem,Dataset/Videos/W01898B.mp4,motions/kinh_nghiem/w01898b.json,features/kinh_nghiem/w01898b.npz,0.6418,3.2699,60
kinh nghiệm,kinh_nghiem,Dataset/Videos/W01898N.mp4,motions/kinh_nghiem/w01898n.json,features/kinh_nghiem/w01898n.npz,0.5766,2.5359,60
kinh nghiệm,kinh_nghiem,Dataset/Videos/W01898T.mp4,motions/kinh_nghiem/w01898t.json,features/kinh_nghiem/w01898t.npz,0.5766,2.5359,60
kính,kinh,Dataset/Videos/W01900.mp4,motions/kinh/w01900.json,features/kinh/w01900.npz,0.4938,3.7704,60
kính hiển vi,kinh_hien_vi,Dataset/Videos/W01902.mp4,motions/kinh_hien_vi/w01902.json,features/kinh_hien_vi/w01902.npz,0.6448,4.6713,60
kính lão,kinh_lao,Dataset/Videos/W01903.mp4,motions/kinh_lao/w01903.json,features/kinh_lao/w01903.npz,0.6227,3.9373,60
kính lúp,kinh_lup,Dataset/Videos/W01904.mp4,motions/kinh_lup/w01904.json,features/kinh_lup/w01904.npz,0.7037,4.9049,60
kính trọng,kinh_trong,Dataset/Videos/W01906.mp4,motions/kinh_trong/w01906.json,features/kinh_trong/w01906.npz,0.6201,4.7381,60
Kon Tum,kon_tum,Dataset/Videos/W01908.mp4,motions/kon_tum/w01908.json,features/kon_tum/w01908.npz,0.7381,3.4368,60
la bàn,la_ban,Dataset/Videos/W01909.mp4,motions/la_ban/w01909.json,features/la_ban/w01909.npz,0.5814,4.1708,60
la hét,la_het,Dataset/Videos/W01910.mp4,motions/la_het/w01910.json,features/la_het/w01910.npz,0.5625,4.3377,60
là gì?,la_gi,Dataset/Videos/W01911B.mp4,motions/la_gi/w01911b.json,features/la_gi/w01911b.npz,0.5577,3.2366,60
là gì?,la_gi,Dataset/Videos/W01911N.mp4,motions/la_gi/w01911n.json,features/la_gi/w01911n.npz,0.6609,3.0697,60
là gì?,la_gi,Dataset/Videos/W01911T.mp4,motions/la_gi/w01911t.json,features/la_gi/w01911t.npz,0.6644,3.0697,60
lá cây,la_cay,Dataset/Videos/W01912B.mp4,motions/la_cay/w01912b.json,features/la_cay/w01912b.npz,0.5761,3.0697,60
lá cây,la_cay,Dataset/Videos/W01912N.mp4,motions/la_cay/w01912n.json,features/la_cay/w01912n.npz,0.5983,4.8048,60
lá thư,la_thu,Dataset/Videos/W01913.mp4,motions/la_thu/w01913.json,features/la_thu/w01913.npz,0.555,4.3377,60
Lạc Long Quân,lac_long_quan,Dataset/Videos/W01914.mp4,motions/lac_long_quan/w01914.json,features/lac_long_quan/w01914.npz,0.489,3.5702,60
lạc quan,lac_quan,Dataset/Videos/W01915.mp4,motions/lac_quan/w01915.json,features/lac_quan/w01915.npz,0.6208,4.6046,60
lái tàu hỏa,lai_tau_hoa,Dataset/Videos/W01920B.mp4,motions/lai_tau_hoa/w01920b.json,features/lai_tau_hoa/w01920b.npz,0.9801,3.2699,60
lái tàu hỏa,lai_tau_hoa,Dataset/Videos/W01920N.mp4,motions/lai_tau_hoa/w01920n.json,features/lai_tau_hoa/w01920n.npz,0.7183,3.003,60
lái tàu hỏa,lai_tau_hoa,Dataset/Videos/W01920T.mp4,motions/lai_tau_hoa/w01920t.json,features/lai_tau_hoa/w01920t.npz,0.7147,3.003,60
làm bài tập,lam_bai_tap,Dataset/Videos/W01924.mp4,motions/lam_bai_tap/w01924.json,features/lam_bai_tap/w01924.npz,0.6152,4.1708,60
làm bài tập,lam_bai_tap,Dataset/Videos/W01924N.mp4,motions/lam_bai_tap/w01924n.json,features/lam_bai_tap/w01924n.npz,0.5837,2.9696,60
làm quen,lam_quen,Dataset/Videos/W01925B.mp4,motions/lam_quen/w01925b.json,features/lam_quen/w01925b.npz,0.5816,2.6693,60
làm ruộng,lam_ruong,Dataset/Videos/W01926.mp4,motions/lam_ruong/w01926.json,features/lam_ruong/w01926.npz,0.9469,3.2699,60
làm việc,lam_viec,Dataset/Videos/W01928.mp4,motions/lam_viec/w01928.json,features/lam_viec/w01928.npz,0.5778,3.2366,60
lang thang,lang_thang,Dataset/Videos/W01930.mp4,motions/lang_thang/w01930.json,features/lang_thang/w01930.npz,0.4881,3.7704,60
làn sóng,lan_song,Dataset/Videos/W01932.mp4,motions/lan_song/w01932.json,features/lan_song/w01932.npz,0.6232,3.7704,60
làng xóm,lang_xom,Dataset/Videos/W01939.mp4,motions/lang_xom/w01939.json,features/lang_xom/w01939.npz,0.6286,4.6713,60
Lạng Sơn,lang_son,Dataset/Videos/W01940.mp4,motions/lang_son/w01940.json,features/lang_son/w01940.npz,0.7768,6.0727,60
lãnh đạo,lanh_ao,Dataset/Videos/W01942.mp4,motions/lanh_ao/w01942.json,features/lanh_ao/w01942.npz,0.824,4.8048,60
thổ dân,tho_dan,Dataset/Videos/W01943.mp4,motions/tho_dan/w01943.json,features/tho_dan/w01943.npz,0.9643,3.0364,60
lao phổi,lao_phoi,Dataset/Videos/W01944.mp4,motions/lao_phoi/w01944.json,features/lao_phoi/w01944.npz,0.6701,4.4044,60
Lào (nước Lào),lao_nuoc_lao,Dataset/Videos/W01945B.mp4,motions/lao_nuoc_lao/w01945b.json,features/lao_nuoc_lao/w01945b.npz,0.5348,3.4034,60
Lào (nước Lào),lao_nuoc_lao,Dataset/Videos/W01945N.mp4,motions/lao_nuoc_lao/w01945n.json,features/lao_nuoc_lao/w01945n.npz,0.604,4.7381,60
Lào (nước Lào),lao_nuoc_lao,Dataset/Videos/W01945T.mp4,motions/lao_nuoc_lao/w01945t.json,features/lao_nuoc_lao/w01945t.npz,0.5348,3.4034,60
lão già,lao_gia,Dataset/Videos/W01947.mp4,motions/lao_gia/w01947.json,features/lao_gia/w01947.npz,0.4886,4.3043,60
lau chùi,lau_chui,Dataset/Videos/W01948.mp4,motions/lau_chui/w01948.json,features/lau_chui/w01948.npz,0.5241,3.7371,60
lau khô,lau_kho,Dataset/Videos/W01949.mp4,motions/lau_kho/w01949.json,features/lau_kho/w01949.npz,0.6359,4.4378,60
